Lien,Poste,Entreprise,Localisation,Type de Contrat,Salaire,Description,Nombre d'avis,Note Moyenne,Diplôme,Années d'expérience,Type de contrat,Temps de travail,Technologies,Langues,Industrie,Département
https://fr.indeed.com/viewjob?jk=040b886d3371d251,Graduate Program Big Data F/H,Groupe ADP,France,NA,NA,"Notre ambition est d'être le leader de la conception, la construction et l'exploitation des aéroports dans le monde. Pour y parvenir, le Groupe ADP recherche ses talents de demain.
Nous vous proposons de construire ensemble votre carrière en fonction de vos aspirations et des besoins de l'entreprise. Ce dispositif destiné à booster la carrière de jeunes diplômés, vous permettra de vous développer et de vous destiner, selon votre spécialité, à des fonctions de Directions de projets, de management ou d'expertise.
Ainsi durant 24 mois, au sein de différentes entités du Groupe, vous effectuez trois missions de 8 mois chacune, durant lesquelles vous vous familiarisez avec l'entreprise, développez votre vision transversale et découvrez nos principaux métiers du digital et du big data : data engineer, data architect, data analyst ou data scientist.
Un programme d'intégration sur-mesure (formations, rencontres avec des dirigeants, communauté Graduates…) et de tutorat sont mis en place pour favoriser votre développement rapide et structuré.
A l'issue de ce dispositif, vous occuperez un poste dans votre domaine au sein du Groupe ADP.


Profil recherché

Issu d'une formation supérieure de type Bac +5 (Ingénieur informatique, avec spécialité Big Data/statistiques/mathématiques), vous disposez d'une première expérience professionnelle de moins de 2 ans.
Vous avez une appétence pour la technique, la création d'algorithmes, le traitement de base de données, la modélisation et les statistiques.
Vous possédez :
des compétences techniques fortes en infrastructure informatique avec, idéalement, une bonne compréhension des environnements cloud (une connaissance d'Azure serait un vrai plus), la connaissance de différents langages de programmations (python, scala), et une forte expertise en SQL,
une ouverture d'esprit et de l'intérêt pour l'ensemble des phases d'un projet big data (de l'identification des données nécessaires, à la création de modèles mathématiques, en passant par l'ingestion des données et la partie de data analyse),
une bonne autonomie, le sens de la synthèse et une bonne qualité rédactionnelle.
Vous avez déjà eu l'occasion de travailler en équipe.
Un niveau courant d'anglais est attendu.
Ce poste nécessite une mobilité sur les plateformes parisiennes, n'excluant pas une mission à l'étranger selon les opportunités.
De réelles opportunités de carrière :
En intégrant Groupe ADP, vous rejoignez un secteur en pleine évolution dans un groupe dynamique qui accompagne votre évolution professionnelle et vous offrira de réelles opportunités de carrière.
Pour plus d'informations sur notre graduate program : https://www.parisaeroport.fr/groupe/ressources-humaines/nous-rejoindre/graduate-program
Le Groupe ADP conduit une politique active depuis 1991 en faveur de l'égalité des chances au travail et l'emploi des personnes handicapées. L'entreprise poursuit son engagement en renforçant les actions de recrutement et d'insertion professionnelle. Si vous êtes dans cette situation, n'hésitez pas à nous faire part de vos éventuels besoins spécifiques afin que nous puissions les prendre en compte.


Nature du poste
Temps de travail

Horaire Administratif
Critères candidat
Niveau d'études mininimum

Bac + 5 et plus
Niveau d'expérience min. requis

Inférieur à 2 ans
Langues

Anglais (Courant)",66,4.2,NA,NA,NA,NA,NA,NA,NA,NA
https://fr.indeed.com/viewjob?jk=93d1f71d54ff7238,Data Engineer (F/M/X) - CDI,Jellysmack,France,Temps plein,NA,"Jellysmack est l’entreprise globale de la création de contenu sur les réseaux sociaux qui repère et fait évoluer les créateurs vidéo les plus talentueux du monde sur les différentes plateformes. Nous sommes une équipe optimiste qui va toujours plus loin, qui garde une attitude positive et qui voit les défis comme des opportunités. Nous recherchons des personnes qui font preuve de créativité, d'imagination et d'audace, qui sont source de changement et qui croient en l'importance du travail d'équipe.
Esprit d'équipe :
La croissance exponentielle de Jellysmack a été alimentée par une technologie unique construite autour de 4 produits visant à optimiser la création et la distribution de vidéos sur les réseaux sociaux.
Les outils sur lesquels nous travaillons sont construits sur mesure pour nos Jellysmackers: les utilisateurs étant au sein de l’entreprise, les échanges sont facilités et nous pouvons rapidement mettre en œuvre les meilleures idées.
Plus précisément, l'équipe Tech travaille sur les outils utilisés par nos équipes opérationnelles (Contenu, Growth hacking,...) pour déterminer les sujets qui buzzent, les aider dans la création de contenu, suivre les performances des vidéos, etc… en injectant dans chacun de ces produits une dose conséquente d’algorithmie, de statistiques et de machine / deep learning.

Grâce à nos squads, nous avons une culture très collaborative ! Passionnée de Tech, l’équipe dédie 2 vendredis après-midi par mois pour avancer sur des projets personnels. Prêt à nous rejoindre ?
Ta mission
Ton rôle sera crucial pour participer au renouvellement de notre architecture data.
L’équipe infra actuelle est composée de 5 Cloud Engineers, 5 Data Engineers et 1 Data Architecte sénior. Et nous recherchons de nouveaux acolytes pour nous challenger techniquement !
Stack technique
Langage : SQL, Python et Bash
Hébergement : AWS
Données : Redshift, Kinesis Stream, Kinesis Firehose, Aurora Mysql, ElasticSearch, ElasticCache-Redis, S3, Glue, Athena, etc.
Orchestration de jobs : Airflow
Environnement : On utilise Visual Code, mais c’est libre et sur l’OS que tu préfères ! (Vim anyone ?)
Automatisation: Terraform & Ansible
CI/CD : Gitlab
Ce dont tu seras responsable
Mettre en place des librairies Python facilitant le travail des Data Scientists,
Créer et optimiser des pipelines data complexes,
Monitorer la plateforme d’exécution des jobs data,
Refactorer du code,
Accompagner les data scientists au quotidien dans une démarche d'amélioration continue (code Python, méthodologie de travail, architecture des jobs, peer programming, code reviews...),
Améliorer les process et la stack technique data (exemples: mise en place d'un framework de calcul distribué; participation à la migration vers une solution full dockerisée pour l'exécution des jobs data...).

Quelques exemples de projetsMise en place d'un pipeline data Airflow (DAG) en rapport avec une nouvelle fonctionnalité d'un de nos produits,Construction d'un système de monitoring des performances de nos algorithmes,Développement d'une librairie permettant de mutualiser les requêtes SQL fréquemment exécutées par nos Data Scientists,Ajout dans Pilot (notre Python Data Job Framework) d'une feature permettant de charger/serialiser un modèle de Machine Learning depuis/vers un repository S3,Mise en place d'un travail de R&D sur la génération et le déploiement automatique de notre image Airflow sur nos environnements dev/preprod/prod, via un CI/CD.
Requirements
Vous êtes diplômé(e) d'un master en computer science, d'une école d'ingénieur / université (BAC+5)
Vous justifiez d'une expérience de 2 années minimum sur des environnements similaires
Vous maîtrisez Python et SQL
Rigoureux(se), vous êtes bon(ne) pédagogue et bon(ne) communicant(e), et vous aimez travailler en équipe
Débrouillard(e) et curieux(se), vous savez résoudre des problèmes.
Benefits
Notre philosophie ""Work from Anywhere"" :
Chez Jellysmack nous sommes convaincus de l'importance d'un environnement de travail flexible dans lequel chacun peut travailler de n'importe où. C'est pourquoi nous avons adopté une philosophie de localisation flexible qui permet aux collaborateurs d’avoir le meilleur des deux mondes : vous pouvez choisir de travailler de chez vous et/ou de nos bureaux à Paris, New York, Los Angeles et Corti.
Afin de vous assurer le meilleur environnement de travail, vous recevrez une indemnité de 250 euros pour vous installer !

Les petits plus de Jellysmack :
Clubs (cuisine, art, discussions, sports)
Bénévolat rémunéré : 1 journée consacrée au soutien d'une cause de ton choix
Bienêtre (fitness, yoga, méditation)
Participation mutuelle santé
Tickets restaurant
La particularité de Jellysmack :
L'histoire de Jellysmack a débuté en 2016, et depuis, notre plateforme unique en son genre optimise et distribue du contenu vidéo sur les plateformes de réseaux sociaux et permet aux créateurs d'atteindre de nouveaux fans sans aucun effort.
Étant avant tout des créateurs nous mêmes, nous sommes la seule entreprise à construire les communautés hyper-engagées dont rêvent tous les créateurs de contenu.
Comptant actuellement plus de 420+ créateurs influents, dont Brad Mondo, Bailey Sarian et Emmymade, Jellysmack optimise, exploite et distribue du contenu vidéo créé par des créateurs sur Facebook, Instagram, Snapchat, TikTok, Twitter et YouTube. Notre stratégie s'appuie sur le succès de la mise à l'échelle de nos propres chaînes de contenu original dans les domaines de la beauté (""Beauty Studio""), du football (""Oh My Goal""), des jeux (""Gamology""),...

Grâce à la puissance des données dont nous disposons, nous maximisons la portée et les revenus de nos créateurs afin qu’ils puissent se concentrer sur leur passion: créer le meilleur contenu et divertir les fans du monde entier. Nous transformons cette passion en une marque et cette marque en un empire.

Notre engagement pour la diversité et l'inclusion
Chez Jellysmack, nous pensons que les meilleures idées sont le fruit des diverses cultures des membres de notre équipe. Notre engagement en faveur de l'inclusion sans discrimination de race, de genre, d'âge, de religion, d'identité et d'expérience nous fait progresser chaque jour. Notre objectif principal est de développer une culture d'entreprise qui soit sûre et agréable pour que nos employés puissent s'épanouir.

Prêt(e) à faire partie de cette grande aventure ?
Nous mettons tout en œuvre pour offrir le meilleur environnement de travail possible à nos collaborateurs. Tout ce qu’il te reste à faire c'est postuler : nous sommes prêts à te laisser montrer ton talent !",24,4.2,NA,NA,NA,NA,NA,NA,NA,NA
https://fr.indeed.com/viewjob?jk=4e00ca58065f77cd,Senior Clinical Data Manager - Early Phase,Labcorp,France,Temps plein,NA,"Job Overview:
Senior Clinical Data Manager – Early Phase
Home or office based
EMEA
Description
You will be permanently employed by Labcorp Drug Development working in our Clinical Development Services (CDS) division working across multiple Sponsors and multiple therapeutic areas in Phases I to IIa.
Office based or home based anywhere in Europe or South Africa.
You must have previous experience of working in a clinical data management lead role within clinical research.
Candidates must be fluent in English language (both verbal and written).
Join our growing team and discover your extraordinary potential by working as a Senior Clinical Data Manager within our Global Early Development department. The CDS department works across multiple therapeutic areas in Phases I to IIa with multiple Sponsors. The position offers a strong support network, flexible working solutions and the opportunity to progress your career.
If you are looking to strengthen your expertise within a varied and dynamic environment, then this is a fantastic opportunity. This is a permanent, full-time office or home-based role anywhere within Europe or South Africa.
 In this role, you will:
Serve as the technical leader on all data management aspects for project(s) including start-up, maintenance, and completion activities.
Develop [Global] Data Management Plans and Quality Management (QM) Plans that will deliver accurate, timely, consistent, and quality clinical data.
Identify and implement solutions to project data management issues and concerns, including proactive prevention strategies based on metrics and forecasts.
Serve as the project and client liaison including management and provision of project specific data management status, cycle time, and productivity metrics.
Coordinate and participate in the development of the clinical data model and/or database design and annotate the CRF (eCRF) according to these specifications.
Review data acquisition conventions and data review guidelines / diagnostic specifications consistent with the clinical data model, [statistical] analysis plans, and CRF (eCRF) completion / monitoring conventions.
Coordinate the development and testing of data management systems edit / data validation checks) diagnostics) and special listings / procedures used as tools for the data review and discrepancy management activities.
Interact and collaborate with other project and specialty team members (clinical, programming, statistics, CDM technical support, drug safety, etc.) to support the set-up, maintenance, and closure of the data management aspects of the project to ensure consistent, cohesive data handling and quality.
Advanced planning and risk management for projects (issue escalation, resource management).
Oversee the technical performance of the data review project staff on achieving client satisfaction through delivery of quality data, on-time and on-budget.
Assist with goal creation and performance review assessment for data review project staff.
Maintain technical data management competencies via participation in internal and external training seminars.
Ensure project staff are trained and adhere to project-specific, global, standardized data management processes.
Identify areas for process and efficiency improvement and implement solutions on assigned projects.
Support achievement of project revenue and operating margin for data management activities to agreed targets.
Support business development for data management time and cost estimates and prepare and present to potential clients on global data management capabilities.
Education/Qualifications:
University/college degree (life science, pharmacy or related subject preferred), or certification in a related allied health profession from an appropriately accredited institution (e.g., nursing certification, medical or laboratory technology).
Additional relevant work experience will be considered in lieu of formal qualifications.
Experience:
Relevant work experience in data management with technical supervisory experience to include data management, clinical operations, and knowledge of several therapeutic areas.
Excellent oral and written communication and presentation skills.
In depth knowledge of clinical trial process and data management, clinical operations, biometrics, quality management, and systems applications to support operations.
Working knowledge of the relationship and regulatory obligation of the CRO industry with pharmaceutical / biotechnological companies.
Ability to lead by example teams on project strategies and achievement of department goals, objectives, and initiatives and to encourage team members to seek solutions.
MORE INFORMATION AVAILABLE ON REQUEST
For a confidential discussion about this opportunity, please phone Antony McAteer on +44 (0) 7800 913 717. To apply, please click on the APPLY button.
Keywords:
Labcorp Drug Development, Covance by Labcorp, Covance, Chiltern, Phase I, Phase IIa, Phase II, CRO, Contract Research Organisation, early phase, early development, Contract Research Organization, pharma, pharmaceutical, clinical data manager, clinical data management, Clinical Data Management, Clinical Data Management, home based, pharma, home-based, flexible working, flexible location, field based, home based EU Anywhere, anywhere in Europe, field-based, United Kingdom, UK, Great Britain, England, Maidenhead, Reading, Berkshire, Birmingham, Cambridge, Sheffield, Manchester, Alderley Edge, Scotland, Edinburgh, Wales, Swansea, Northern Ireland, Austria, Belgium, Bulgaria, Czech Republic, France, Paris, Germany, Greece, Hungary, Ireland, Italy, Lithuania, Netherlands, Leiden, Poland, Portugal, Romania, Russia, Slovakia, Bloemfontein, Centurion, South Africa, Madrid, Barcelona, Spain, Ukraine, #LI-Remote, Remote, EMEA",6851,3.4,NA,NA,NA,NA,NA,NA,NA,NA
https://fr.indeed.com/viewjob?jk=5031d6df8768d5a4,Associate Director of Data Management,CROS NT,France,CDI,NA,"As Associate Director of Data Management you will hold a combined technical and leading position within our global data management department. supporting the Clinical Data Management Director in running the department efficiently, to appropriate quality standards and in line with company strategy and the commercial development of CROS NT clinical data management.
Principal Responsibilities Include:
Define processes for DM tasks and ensure adherence and compliance
Supervises the activities of the data management team in terms of technical aspects and pastoral care.
Coaches and mentors DM resources on process and technical issues.
Develops and updates data management processes based on systems used in the department.
Define baseline standard estimates for DM tasks.
Represent the DM function in meetings with sponsors (bid defence meetings, kick-off meetings etc.)
Supports the DM Director in identifying the resources needed to ensure the successful delivery of projects.
Ensures that the team makes best use of all tools and techniques available.
Supports the DM Director in ensuring the alignment of team member objectives company strategy and objectives.
Solves data quality issues that may arise in internal audits, assessments or inspections by sponsors or health regulatory authorities.
Reviews Budget Proposals

Skills and Experience Required:
Degree in life sciences, pharmacy, biology or related field
At least 10 years of experience in the data management field in CRO, pharmaceutical or equivalent environment",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://fr.indeed.com/viewjob?jk=77f7cba3dbf84aec,Développeur bi - chef de projet data h/f,Hays France,37200 Tours,CDI,NA,"Intégré au sein de la DSI et en collaboration avec l'équipe études et développements, vous participez à la modélisation et la définition des KPI, indicateurs de performance, en relation avec les Directions métiers et le Contrôle de gestion. Vous menez des analyses et assurez la conversion en requêtes SQL et le développement de reports et dashboards. De plus, vous concevez et développez les futures solutions de reporting et d'analyse de données dans l'entreprise, tout en étant responsable de la mise en production et de la qualité des indicateurs. Vous documentez l'ensemble des bases de données et supervisez et développez certains flux entre différentes bases de données. Enfin, vous êtes peut être amené à manager des ressources complémentaires.


Issu d'une formation supérieure en informatique (type Bac +4), vous avez une première expérience dans le domaine de la BI.
Maîtrise des langages de requêtes (SQL/ PL SQL).
Bonnes connaissances des bases de données relationnelles (Oracle).
Vous utilisez régulièrement les outils de reporting (QlickView, NPrinting, Business Object) et la modélisation UML.

Hays Technology recherche pour son client, acteur majeur de l'habitat issu d'un groupe de renom, prestataire de services pour une clientèle de particuliers, bailleurs et assurances, un Développeur Bi - Chef de projet data dans le cadre du fort accroissement de l'activité. Le poste est à pourvoir rapidement en CDI à Tours (37).",987,3.6,NA,NA,NA,NA,NA,NA,NA,NA
https://fr.indeed.com/viewjob?jk=64b77218b3eaadca,Ingénieur Data - Big Data - Banque - Île-de-France - F/H,Sopra Steria,Télétravail temporaire,CDI,NA,"Sopra Steria, l'un des leaders européens du conseil, des services numériques et de l'édition de logiciels, aide ses clients à mener leur transformation digitale et à obtenir des bénéfices concrets et durables. Il apporte une réponse globale aux enjeux de compétitivité des grandes entreprises et organisations, combinant une connaissance approfondie des secteurs d'activité et des technologies innovantes à une approche résolument collaborative. Sopra Steria place l'humain au centre de son action et s'engage auprès de ses clients à tirer le meilleur parti du digital pour construire un avenir positif. Fort de 46 000 collaborateurs dans près de 30 pays, le Groupe a réalisé un chiffre d'affaires de 4,3 milliards d'euros en 2020.
The world is how we shape it.

Pour plus d'informations, retrouvez-nous sur www.soprasteria.com
La division « Banque » s'est développée autour des métiers de la banque de détail, de la banque privée et des services financiers spécialisés. Nous participons à la révolution digitale grâce à notre expertise en automatisation des processus, Big Data, IA, Cloud. Nous accompagnons la transformation de nos clients en y associant nos compétences dans les domaines fonctionnels des Crédits, des Risques/Conformité et des Moyens de Paiement.
Votre futur environnement de travail

Vous cherchez un nouveau challenge qui vous permettra d'exprimer toutes vos capacités, et vous apportera une réelle valeur ajoutée ?
Vous souhaitez booster votre carrière dans un environnement challengeant ?
Vous avez l'âme d'un entrepreneur ?.

Vos missions

En tant que Ingénieur Data / Big Data, vous intervenez pour l'un de nos client dans l?objectif d?aider à la modernisation et à la transformation du Service d'Information de la banque.
La mission se déroule dans les équipes en charge des projets de data sciences et de data ingénierie pour le développement des usages sur la plate-forme Big data.
Dans ce cadre la mission consiste à contribuer à/au(x) :Développements des usages, Cérémoniaux agiles, Rédaction de la documentation projet, MEP / Garantie et suivi du run.

Les livrables attendus sont les Programmes / Documentation des projets associées.

Ce que nous vous proposons

Un accord télétravail pour télétravailler jusqu?à 2 jours par semaine selon vos missions. (à préciser uniquement si le poste en question est éligible au télétravail)Un package avantages intéressant : une mutuelle, un CSE, des titres restaurants, un accord d?intéressement, des primes vacances et cooptation.Un accompagnement individualisé avec un mentor.
Des opportunités de carrières multiples : plus de 50 métiers, autant de passerelles à imaginer ensemble.
Plusieurs centaines de formations accessibles en toute autonomie depuis l?app mobile avec Sopra Steria Academy.La possibilité de s'engager auprès de notre fondation ou de notre partenaire « Vendredi ».L'opportunité de rejoindre le collectif Tech'Me UP (formations, conférences, veille, et bien plus encore?).
Votre profil

Issu(e) d'une école d'Ingénieur ou d'un Master (Université ou école de Commerce), vous avez au moins 5 années d'expérience.
Vous avez une expérience impérative gestion de projet bancaire, particulièrement en projets réglementaires ou dans des activités de conformité, de data management.

Vous maîtrisez les outils suivants :
BMC Control/MCompétences en développement (Shell unix, Perl, PHP, Python, git, github)Hadoop (Big Data)JenkinsScalaSpark
Vous êtes curieux(se), à l'aise en anglais confortable et souhaitez prendre des rapidement des responsabilités.
Alors n'hésitez plus, et rejoignez les équipes de Sopra Steria !
Nous vous offrons un parcours carrière sur mesure en vous offrant la possibilité d'évoluer rapidement sur nos différentes filières métiers.

Chez Sopra Steria, nous sommes engagés pour lutter contre toute forme de discrimination. Nous favorisons un environnement de travail inclusif et respectueux de toutes les différences.

Tous nos postes sont ouverts aux personnes en situation de handicap.
https://www.soprasteria.fr/nous-connaitre/nos-engagements",720,3.5,NA,NA,NA,NA,NA,NA,NA,NA
https://fr.indeed.com/viewjob?jk=cd63a920e41752b1,Gestionnaire données techniques H/F,Hays France,18000 Bourges," -  Temps plein, CDI",40 000 € par an,"Hays Technology recherche pour son client, un Gestionnaire données dechniques en CDI. Il s’agit d’une société bien implantée à Bourges. Recrutement dans le cadre d’une création de poste.Les missions sont les suivantes : • Analyser les manques / problèmes issus de l’ERP et piloter la mise à jour des datas,• Assurer l’interface entre les Responsables industriels et les méthodes en assurant la mise à jour des gammes de développement et de série,• Mettre en place un suivi des OMP et piloter leur validation,• Piloter les revues de cohérence entre le PLM et l’ERP, en animant des séances avec l’ensemble des métiers nécessaires,• Analyser les coûts et cycles réels de réalisation et en établir une synthèse pour les Responsables industriels,• Participer à la définition des axes d’amélioration sur les coûts et cycles de réalisation,• Proposer la mise à jour des coûts standards,• Déployer et suivre l’ensemble des outils et méthodologies liés à l’industrialisation, pour atteindre les objectifs projets,• Participer activement au déploiement de l’Obeya Indus sur site.De formation Bac +2 en gestion ou systèmes d’information, vous disposez au moins de 5 ans d’expérience sur un poste similaire en industrie. Vous êtes déjà intervenu sur un ERP et vous connaissez les outils Lean (DMAIC, 5M).Chez Hays Technology, nous façonnons l'avenir du recrutement. Les compétences en gestion de projet n'ont jamais été aussi nécessaires. De ce fait, nous sommes au cœur des transformations digitales de nos clients. Que vous soyez à la recherche de compétences pour votre équipe, ou que vous cherchiez à passer à la prochaine étape de votre carrière, nous pouvons en parler dès aujourd'hui.

De formation Bac +2 en gestion ou systèmes d’information, vous disposez au moins de 5 ans d’expérience sur un poste similaire en industrie. Vous êtes déjà intervenu sur un ERP et vous connaissez les outils Lean (DMAIC, 5M).",987,3.6,NA,NA,NA,NA,NA,NA,NA,NA
https://fr.indeed.com/viewjob?jk=0917709a71688dfa,"Data Scientist (h/f), Tours",SPRINGPROFESSIONAL,Tours (37), -  CDI,45 000 € par an,"Votre mission
A la recherche de nouvelles affinités professionnelles ? Spring, cabinet de recrutement spécialisé en recrutement et intérim spécialisé, recherche pour son client situé sur Tours (37), un Data Scientist (h/f).

Rattaché au Responsable du service, vos missions :

 Analyser la documentation du système et comprendre son fonctionnement Créer une architecture efficace pour stocker les données Coordonner les actions avec l'équipe informatique du cloud pendant la mise en œuvre de l’architecture de stockage sur le cloud Effectuer la préparation et l'exploration de données (nettoyage, visualisation, agrégation...) Développer, tester et valider les algorithmes utilisés pour prédire les défaillances Créer des métriques utilisées pour comparer les algorithmes
 Rédiger les spécifications et les rapports
 Créer des modules plug and play configurables utilisés pour exécuter des algorithmes sur une architecture cloud Créer des tableaux de bord afin de présenter les résultats des algorithmes aux utilisateurs finaux. Proposer de nouveaux algorithmes pour améliorer la maturité des solutions
 Identifier de nouvelles solutions pour les algorithmes Rapporter fréquemment les KPI des projets au responsable
 Participer aux examens et réunions


Compétences requises :
 Bonne connaissance des moyens, outils et bibliothèques de fouille des données (pandas, Vaex...)
 Maîtrise de la programmation informatique notamment Python
 Maîtrise des méthodes et approches d'analyse des séries temporelles.
 Maîtrise des algorithmes et bibliothèques d'apprentissage automatique (sklearn, tensorflow, Keras, pytorch...) Maîtrise des architectures et des outils cloud (Kafka, Ms Azure) Maîtrise de la gestion des bases de données (NoSQL, Cassandra, PostgreSQL...) Bonne connaissance de la gestion et l’orchestration des applications dans le cloud et des outils (Kubernetes, Docker...) Bonne compréhension des systèmes électromécaniques Maîtrise des méthodes statistiques et mathématique pour la science des données (algèbre linéaire, calcul matriciel…)
Votre profil
De formation supérieure en de type BAC +5 en Informatique, vous disposez de 3 ans minimum sur un poste similaire idéalement en maintenance conditionnelle et/ou prédictive en environnement industriel.

Vous maîtrisez l’anglais.

Vous disposez d’une connaissance des langages de programmation Java et R est un plus.

Vous faites preuve de concentration, de créativité, d’assiduité.

Vous êtes autonome, force de proposition et vous appréciez le travail en équipe avec d’autres services.

﻿Pour faire la différence : www.springfrance.com
A propos de nous
Spring est le cabinet de conseil en recrutement et Intérim spécialisés du Groupe Adecco, présent dans 24 pays. En France, nos équipes sont composées de plus de 250 consultants en recrutement qui disposent d'une double expertise : géographique de par notre présence dans 30 villes en France, et sectorielle via nos 11 spécialisations. Notre connaissance des métiers ainsi que de nos bassins d'emploi nous permettent de vous proposer des solutions qui répondent à vos projets professionnels.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://fr.indeed.com/viewjob?jk=14ba9f3c4d7a05e6,Data Analyst (F/M/X) - CDI,Jellysmack,France,Temps plein,NA,"Jellysmack is the global creator company that detects and develops the world's most talented video creators on social media. We're an optimistic crew who naturally goes the extra mile, has a glass-half-full mindset, and sees challenges as opportunities. We look for positive people who think outside the box, are inventive, bold, lead change, and believe that teamwork matters.
Team culture:
Our job is to take numbers and turn them into reasons to celebrate! Data drives everything we do at Jellysmack and is thus essential to the company. Data is at the heart of our success, and it drives the content we create and how we edit videos so we can optimize everything we publish. Everyone on our team is capable of going above and beyond the call of duty. Our goal is to gather and analyze data to help the company grow. Do you have what it takes to be part of our team?
Your mission:
You will be part of a team of 10+ analysts and be the gatekeeper for the organization’s data so that stakeholders can understand the data and use it to make strategic business decisions.
What you’ll be responsible for:
Translate business requests into data analysis
Clean and prepare data to compute KPIs and perform analysis,
Analyse datasets to uncover trends, patterns, and insights that facilitate help in decision making (help guide the strategic planning, use existing data to forecast future performance, etc.)
Provide charts and graphics to describe the data for Business Analysts
Build and maintain dashboards
Document various processes so that other members of the organization understand how insights were gathered.
Jellysmack’s technical Stack:
Language : Python
Databases : Aurora, Redshift, ElasticSearch on AWS
Librairies : Pandas, numpy, SQLAlchemy,...
Visualisation : PowerBI, plotly
Environment : We use Pycharm / VSCode and Jupyter but we’re open to anything!
A little about you:
Master’s degree with a minimum 4 years of experience in a similar role
Solid quantitative and analytical skills and knowledge of statistics (AB testing, hypothesis testing, regression, etc.)
Strong skills in SQL and Python for data analysis
Proficiency in data modeling and knowledge about database performance
Strong data visualization skills and proficiency in at least one tool (PowerBI, Tableau, Looker, etc.)
Highly organized and able to prioritize
Fluency in at least three of the following languages : English, Kosovar, French, Corsican, or Python (We do have teams and analysts that can speak all of them!)
Our “Work from Anywhere” philosophy:
Jellysmack believes in a flexible work environment in which anyone can work from anywhere. This is why we’ve implemented our flexible location philosophy, meaning you get the best of both worlds: you can choose to work from home and / or from our offices in Paris, New York, Los Angeles and Corti.
In order to make sure you get the best working environment, you will get a EUR 250 allowance to get set up!
Nota bene: your residence must be in the country in which you are applying
Perks at Jellysmack:
Clubs (cooking, art, talks, sports)
Paid volunteering: 1 day dedicated to supporting a cause of your choice
Wellness (fitness, yoga, meditation)
Healthcare coverage
Daily meal vouchers
The Jellysmack difference:
Jellysmack’s story started in 2016, and since then, our unrivaled platform optimizes and distributes video content across social media platforms and allows creators to reach genuine new fans with zero effort.
We are the only company building the hyper-engaged communities that every creator dreams of because, first and foremost, we are creators too.
Currently home to over 550 influential Creators, including Brad Mondo, Bailey Sarian, and Emmymade, Jellysmack optimizes, operates, and distributes creator-made video content to Facebook, Instagram, Snapchat, TikTok, Twitter, and YouTube. The company’s creator strategy builds upon its success in scaling its own original content channels in beauty (“Beauty Studio”), soccer (“Oh My Goal”), gaming (“Gamology”), and more.
Through the power of our data, we maximize reach and revenue so our creators can stay focused on their passion—creating the best content and entertaining fans around the world. We turn that passion into a brand and that brand into an empire.
Our commitment to diversity and inclusion
At Jellysmack, we believe that the best ideas come from the diverse cultures of our team members. Our commitment to inclusion across race, gender, age, religion, identity, and experience drives us forward every day. Creating a work culture that is safe and comfortable for our people to flourish is our main focus.
Ready to be part of a great human adventure? We’re dedicated to making the best working environment possible for our people. All you have to do is apply; we are ready to let you show off your talent!",24,4.2,NA,NA,NA,NA,NA,NA,NA,NA
https://fr.indeed.com/viewjob?jk=cf833215bb1ebe91,Data Manager Clinique Confirmé H/F,MichaelPage,Centre-Val de Loire,Temps plein,NA,"Michael Page Santé intervient auprès de l'industrie pharmaceutique, du biomédical, des biotechnologies ainsi que des centres de soin. Nous les accompagnons dans leurs recrutements de cadres confirmés dans les métiers du Pharmacien, de la production et R&D, dans les fonctions commerciales et marketing et l'encadrement des centres de soin.

Dans le respect de la réglementation en vigueur et des procédures internes, en tant que Data Manager Clinique Confirmé, vous aurez comme missions :

Faire la création et le design de l'eCRF sur la base des protocoles d'études,
Élaborer et mettre en production les eCRFs et les contrôles de cohérence sous SAS,
Assurer la création, les contrôles, la validation et la consolidation des bases,
Préparer la blind review en association avec les Chefs de Projets et les Statisticiens,
Sélectionner les sous-traitants et rédiger les cahiers des charges,
Superviser et valider les activités des sous-traitants.

En tant que Data Manager Clinique Confirmé, les compétences requises sont :

Formation de Bac +2 minimum complétée par une formation en data management ;
Expérience d'au moins 5 ans à poste similaire,
Compétence sur les logiciels métier (SAS/CleanWeb),
Connaissance des normes et de la réglementation des bases de données en recherche clinique,
Autonomie, la rigueur, une capacité d'anticipation, de synthèse, un esprit d'initiative et d'adaptabilité, des capacités de négociation et de communication, qualités relationnelles et goût du travail en équipe,
Anglais courant.

Conditions et Avantages
N/C",351,3.5,NA,NA,NA,NA,NA,NA,NA,NA
